"var004","var031","var145","var189","target","var005","var008","var009","var024","var044","var045","var072","var074","var125","var130","var170","var175","var178","target"
"b","1","1","1",-0.563,9.16,0.951,3.93,5.78,-7.7,13.5,9.34,13.5,7.49,-1.87,6.04,-2.35,-5.52,-0.563
"c","0","1","1",1.66,9.23,0.583,-4.38,5.85,-1.23,1.63,8.93,18.2,7.43,-1.58,20.6,-2.91,-5.66,1.66
"c","1","0","1",2.65,9.28,2.25,0.798,5.9,1.68,9.44,3.79,8.27,7.31,-1.37,9.61,-2.31,-5.06,2.65
"b","0","0","0",-0.571,9.32,2.24,-5.89,5.95,4.62,5.79,7.49,3.56,7.16,-1.24,10.6,-2.32,-7.84,-0.571
"b","0","0","0",-0.686,9.33,0.957,1.48,6,-1.37,2.84,2.08,6.54,7,-1.22,6.7,-2.34,-6.07,-0.686
"c","0","0","0",-0.42,9.33,2.35,-0.499,6.05,-3.8,2.12,7.84,-5.95,6.84,-1.29,21.1,-2.38,-7.61,-0.42
"b","1","0","0",-0.682,9.32,-0.0591,0.887,6.11,17.6,3.45,4.62,-7.27,6.69,-1.46,9.02,-2.44,-6.92,-0.682
"c","0","0","0",-0.599,9.3,2.29,-0.617,6.18,0.929,10.5,5.83,6.51,6.57,-1.7,10.6,-2.53,-6.21,-0.599
"b","1","0","0",0.508,9.27,1.89,-2.43,6.26,6.61,2.65,10.1,0.115,6.46,-1.99,20.8,-2.64,-8.09,0.508
"b","0","1","0",0.108,9.24,2.27,-4.16,6.33,25.9,11.1,8.67,1.05,6.38,-2.29,15.4,-2.76,-7.03,0.108
"b","0","0","1",-0.471,9.21,0.0542,-4.38,6.4,-2.45,2.24,6.25,-11.6,6.34,-2.58,14,-2.88,-6.36,-0.471
"b","0","1","1",-0.585,9.17,1.34,1.03,6.45,30.4,5.37,-2.37,14.9,6.33,-2.82,16,-2.98,-8.82,-0.585
"c","0","1","0",-0.17,9.13,-0.139,1.89,6.48,7.76,12.3,8.4,-3.89,6.36,-2.99,18,-3.04,-5.82,-0.17
"b","0","1","0",-0.955,9.08,2.15,-0.444,6.49,9.96,5.5,16.2,19.4,6.42,-3.08,16.7,-3.03,-5.51,-0.955
"c","1","1","0",-0.0166,9.03,2.61,-4.9,6.48,12.9,8.12,10.1,15.2,6.52,-3.09,15.4,-2.95,-7.02,-0.0166
"b","0","0","0",0.988,8.97,2.72,-6.07,6.45,7.64,10.5,9.16,4.95,6.64,-3.01,7.6,-2.8,-6.44,0.988
"c","0","1","0",-1.11,8.92,1.93,-1.44,6.4,16.7,2.1,6.32,8.6,6.78,-2.88,12.4,-2.59,-7.44,-1.11
"b","1","0","1",0.671,8.87,2.23,0.0807,6.34,14.4,11.6,6.71,9.32,6.93,-2.7,22.7,-2.36,-5.6,0.671
"b","0","1","1",-0.0974,8.83,2.48,0.114,6.26,9.98,7.38,6.71,20.3,7.07,-2.5,18,-2.14,-5.42,-0.0974
"b","0","1","0",0.118,8.8,2.35,-0.0719,6.17,0.169,10.2,8.33,14.4,7.2,-2.3,20.9,-1.93,-6.43,0.118
"c","1","0","0",0.64,8.78,0.981,0.686,6.08,8.36,7.89,1.39,-2.31,7.32,-2.11,20.4,-1.76,-7.12,0.64
"b","0","0","0",-0.361,8.78,2.19,-2.95,6.01,5.38,10.1,12.3,7.95,7.43,-1.96,16.7,-1.63,-7.09,-0.361
"b","1","0","0",1.16,8.79,0.243,-1.67,5.96,-1.58,12.5,7.31,15.5,7.5,-1.86,23.7,-1.55,-7.51,1.16
"c","0","0","1",3.2,8.81,1.3,-3.99,5.96,17.6,6.31,10.5,0.784,7.55,-1.79,21.2,-1.54,-5.95,3.2
"b","1","1","0",0.0553,8.84,2.05,-1.69,6.01,3.71,1.4,9.98,-0.154,7.57,-1.76,22.1,-1.6,-7.03,0.0553
"b","0","0","0",-0.225,8.86,-0.38,1.06,6.1,0.675,11.2,7.79,8.04,7.58,-1.99,15.8,-1.72,-8.34,-0.225
"b","0","1","0",-0.694,8.89,2.65,-1.47,6.22,8.46,2.42,3.98,13.8,7.59,-1.76,15.1,-1.89,-9.38,-0.694
"b","1","1","0",1.21,8.9,1.73,2.89,6.36,6.03,13.9,10.9,19.8,7.62,-1.8,18.2,-2.91,-6.09,1.21
"c","1","0","0",-0.412,8.91,1.43,-1.14,6.5,6.43,3.4,10.9,1.6,7.68,-1.87,11.3,-2.36,-7.74,-0.412
"b","0","1","0",-0.635,8.91,-0.388,1.31,6.62,25.8,6.81,13,11.8,7.79,-1.96,15.1,-2.65,-7.94,-0.635
"c","0","1","1",1.61,8.9,0.341,-2.99,6.71,-2.73,6.24,9.61,-3.81,7.93,-2.09,7.81,-2.98,-6.67,1.61
"b","1","0","0",-0.536,8.9,-0.424,0.486,6.76,-3.08,1.31,10.7,9.65,8.11,-2.24,9.59,-3.32,-7.05,-0.536
"b","1","0","0",0.591,8.89,1.71,2.28,6.78,6,2.04,10.2,9.65,8.29,-2.4,23.2,-3.67,-7.5,0.591
"b","0","0","0",-0.545,8.9,1.08,0.17,6.76,17.3,5.67,9.81,14.9,8.47,-1.99,16.7,-4,-6.91,-0.545
"c","1","0","0",-0.67,8.92,-0.273,4.42,6.7,3.22,6.6,11,0.509,8.63,-2.69,17.5,-4.28,-7.53,-0.67
"b","0","0","1",0.106,8.95,0.396,3.35,6.6,-6.73,12.5,5.66,32.1,8.74,-2.78,14.2,-4.5,-5,0.106
"b","0","0","0",-0.439,8.99,1.11,-0.627,6.48,-10.2,7.81,3.07,8.5,8.78,-2.81,11.8,-4.63,-5.81,-0.439
"b","0","0","0",0.0276,9.04,2.29,0.641,6.33,21.7,3.99,4.25,-7.96,8.76,-2.78,12.1,-4.65,-8.98,0.0276
"b","0","1","0",0.252,9.08,-0.521,-3.02,6.18,13.8,8.53,7,14,8.68,-2.69,23.5,-4.58,-7.09,0.252
"b","0","0","0",0.771,9.12,0.839,-1.94,6.03,-0.939,11.8,7.42,8.51,8.52,-2.54,20.7,-4.41,-8.42,0.771
"b","0","1","0",-0.412,9.14,0.646,-2,5.89,11.4,7.29,12.7,13.4,8.32,-2.34,21.6,-4.16,-6.39,-0.412
"b","1","1","0",-0.432,9.15,1.41,-2.2,5.79,6.71,9.92,7.59,-11.4,8.07,-2.12,5.38,-3.84,-8.05,-0.432
"b","1","0","0",-0.178,9.14,0.505,3.24,5.72,16.8,9.69,6.96,1.67,7.82,-1.89,16.8,-3.47,-6.15,-0.178
"b","0","1","1",-0.421,9.12,2.11,-1.69,5.69,7.86,6.87,7.98,8.16,7.58,-1.7,15,-3.09,-7.15,-0.421
"c","1","0","0",-0.462,9.08,-0.52,-3.68,5.7,7.5,8.85,5.85,13.4,7.39,-1.58,11.5,-2.73,-6.73,-0.462
"b","1","1","0",-0.888,9.04,0.496,-1.27,5.76,17.1,9.16,4.45,7.64,7.25,-1.54,12.4,-2.41,-5.33,-0.888
"b","0","0","0",0.456,9,2.59,-6.58,5.87,21.7,2.93,6.8,6.9,7.21,-1.61,20.7,-2.17,-8.07,0.456
"c","1","1","0",-0.475,8.96,1.87,-2.92,6.01,11.2,9.27,11.9,17.4,7.25,-1.77,10.2,-2,-7.78,-0.475
"b","0","0","1",0.819,8.93,1.12,0.31,6.18,5.82,13.1,7.48,-3.04,7.39,-1.99,16.7,-1.92,-7.42,0.819
"b","1","0","0",-1.5,8.9,0.00108,-0.00434,6.33,-2.34,6.02,3.52,10.9,7.6,-2.3,10.8,-1.9,-7.11,-1.5
"c","0","0","0",-0.484,8.89,2.74,0.423,6.46,15.8,3.28,9.04,22.7,7.85,-2.59,10.4,-1.93,-7.26,-0.484
"b","0","1","0",-1.05,8.89,1.26,-1.56,6.55,15.5,4.51,11.2,1.85,8.11,-2.84,10.9,-2.91,-6.25,-1.05
"c","1","0","0",-0.514,8.89,0.286,0.137,6.6,23.6,10.8,5.12,-7.35,8.32,-3,15.3,-2.01,-5.98,-0.514
"c","0","0","1",2.95,8.91,-0.204,-6.17,6.62,10.5,9.52,7.67,-11.7,8.48,-3.05,10.5,-2.02,-6.87,2.95
"b","1","0","1",0.326,8.93,1.61,-1.03,6.62,6.41,1.76,-0.235,13.6,8.54,-3,20.3,-2,-6.5,0.326
"b","0","1","0",-1.09,8.95,0.38,-2.69,6.62,9.26,5.33,8.18,12.8,8.53,-2.85,16,-1.97,-9.02,-1.09
"c","0","1","0",0.454,8.96,2.12,-4.61,6.62,4.12,13.1,11.2,11.6,8.44,-2.62,14,-1.91,-5.9,0.454
"b","0","1","0",0.213,8.96,1.94,-0.736,6.61,4.65,9.65,6.36,25.8,8.3,-2.33,20.2,-1.83,-7.26,0.213
"c","0","1","0",-0.688,8.96,1.41,-2.09,6.6,12.3,8.25,13.2,5.74,8.14,-2.01,8.16,-1.75,-5.94,-0.688
"c","0","1","1",2.89,8.94,1.04,1.33,6.59,13.5,13.9,7,12,7.97,-1.71,11.4,-1.67,-8.33,2.89
"b","1","1","1",-0.903,8.92,1.11,0.566,6.58,8.29,9.46,9.53,-1.16,7.82,-1.44,12.6,-1.6,-7.21,-0.903
"b","1","0","0",-0.0424,8.9,1.76,-1.44,6.57,3.25,7.26,6.51,27.7,7.69,-1.99,15.6,-1.56,-6.15,-0.0424
"c","0","1","0",0.164,8.87,-0.0862,-3.04,6.55,24.4,9.09,6.94,-1.55,7.59,-1.08,14.6,-1.54,-6.86,0.164
"c","0","0","1",2.79,8.85,1.47,-5.94,6.55,14.4,5.33,9.7,-9.59,7.49,-0.986,5.37,-1.53,-9.18,2.79
"b","0","0","0",0.689,8.84,1.09,2.21,6.54,6.35,12.2,2.96,-3.96,7.4,-0.945,15.4,-1.53,-5.39,0.689
"b","1","1","0",-0.949,8.84,1.8,0.529,6.54,12.6,6.76,9.93,21.4,7.32,-0.949,5.9,-1.52,-7.14,-0.949
"b","0","1","0",-1.19,8.84,0.251,1.58,6.2,5.84,7.41,6.82,1.24,7.23,-0.993,6.95,-1.49,-6.62,-1.19
"c","0","0","0",-0.377,8.85,0.832,-1.45,6.56,19.1,1.89,11,3.82,7.14,-1.08,8.98,-1.44,-5.72,-0.377
"c","0","1","0",-0.0565,8.87,2.07,0.15,6.58,3.82,5.72,12.8,16.6,7.08,-1.22,6.76,-1.37,-5.7,-0.0565
"b","0","1","0",0.119,8.89,1.95,-4.8,6.6,1.84,13.2,5.42,4.12,7.05,-1.41,19.6,-1.29,-7.33,0.119
"c","1","1","0",-0.129,8.92,-0.504,3.83,6.62,5.14,7.59,8.02,6.99,7.05,-1.67,17.4,-1.22,-6.79,-0.129
"b","0","1","0",-0.161,8.95,0.857,-2.4,6.62,0.451,13.5,9.92,-9.47,7.09,-1.98,15.9,-1.17,-6.96,-0.161
"b","0","0","0",-0.681,9,0.79,-3.59,6.6,9.4,10.8,7.18,17,7.16,-2.33,6.15,-1.17,-7.84,-0.681
"b","0","1","1",-0.613,9.05,2.74,0.157,6.57,12.5,7.23,8.32,15.9,7.25,-2.71,12.3,-1.22,-6.93,-0.613
"b","0","1","0",0.359,9.1,2.52,-4.52,6.53,11.1,4.28,-1.22,19.1,7.34,-3.08,21,-1.33,-6.16,0.359
"b","0","1","0",1.16,9.15,0.301,-3.03,6.48,3.55,10.7,5.11,20.5,7.42,-3.42,23,-1.51,-7.75,1.16
"c","0","0","0",-0.0114,9.2,0.913,3.49,6.44,7.04,13.6,11,2.16,7.5,-3.71,17,-1.76,-6,-0.0114
"b","1","0","0",-0.753,9.24,0.69,-1.57,6.39,10,4.23,10.5,15,7.55,-3.92,13.8,-2.05,-6.92,-0.753
"c","1","1","1",1.52,9.26,0.174,-1.93,6.36,8.35,2.06,13.5,6.9,7.59,-4.04,19.7,-2.36,-6.72,1.52
"b","0","0","0",-0.166,9.27,2.74,-6.74,6.33,6.86,5.32,6.99,-3.53,7.62,-4.06,6.99,-2.65,-7.25,-0.166
"b","0","1","0",0.364,9.25,1.45,1.29,6.32,-3.43,2.62,11.1,-2.85,7.62,-3.98,23.4,-2.88,-5.79,0.364
"b","0","0","0",1.44,9.21,2.42,1.52,6.32,5.96,11.6,-0.53,5.01,7.62,-3.8,19.8,-3,-8.1,1.44
"b","0","0","0",0.744,9.15,1.89,-1.82,6.35,5.18,6.12,7.88,6.89,7.61,-3.55,16.4,-3.01,-8.67,0.744
"c","0","1","1",2.7,9.08,-0.509,0.615,6.4,6.96,11.8,8.92,9.02,7.61,-3.23,8.72,-2.89,-7.02,2.7
"c","1","1","0",-1.4,9,1.7,4.61,6.46,-1.67,2.6,8.94,9.26,7.62,-2.87,5.53,-2.65,-5.86,-1.4
"b","0","1","0",-1.13,8.93,2.15,-4.59,6.54,0.962,1.86,4.18,0.829,7.67,-2.49,8.52,-2.34,-8.31,-1.13
"b","0","0","1",0.776,8.87,0.649,-3.3,6.62,-8.37,12.8,8.16,3.76,7.74,-2.11,19.8,-1.97,-6.38,0.776
"c","1","1","0",-1.12,8.83,2,7.97,6.71,-3.06,2.88,9.74,-8.92,7.83,-1.74,17.3,-1.57,-6.76,-1.12
"c","1","0","1",2.12,8.8,2.12,-4,6.78,1.47,8.47,2.91,-2.4,7.91,-1.4,17.8,-1.18,-5.4,2.12
"b","0","1","0",0.244,8.78,2.63,0.22,6.84,6.13,6.59,9.13,10.4,7.97,-1.11,22.3,-0.805,-5.05,0.244
"c","1","0","1",2.96,8.78,1.18,-3.66,6.87,13.4,3.01,5.44,-6.95,7.99,-0.871,20.6,-0.47,-7.3,2.96
"b","0","1","1",0.859,8.79,1.06,-2.15,6.89,11.1,13.6,-0.969,0.322,7.97,-0.692,13.6,-0.19,-6.13,0.859
"b","0","1","0",-0.374,8.81,0.869,-4.93,6.88,14,7.73,18.4,13.4,7.9,-0.572,12.4,0.0143,-8.47,-0.374
"c","1","1","0",-0.711,8.83,0.208,-0.58,6.87,2.74,2.04,9.01,5.09,7.79,-0.51,20.7,0.119,-7.33,-0.711
"b","1","0","0",0.722,8.85,1.67,1.15,6.84,13.3,5.39,3.04,2.05,7.64,-0.506,19.9,-2.91,-7.7,0.722
"b","1","0","0",-1.78,8.86,-0.0954,1.3,6.79,8.63,3.66,-4.08,2.18,7.46,-0.563,9.8,-0.0603,-7.06,-1.78
"b","0","1","1",-0.531,8.88,-0.505,-3.01,6.74,14.3,6.12,5.54,-10.8,7.25,-0.683,16.6,-0.362,-6.64,-0.531
"b","1","1","1",-1.24,8.89,-0.429,-1.5,6.69,18.2,2.9,1.82,14.6,7.04,-0.874,8.29,-0.786,-8.48,-1.24
"b","0","1","1",-0.537,8.91,1.21,-3.24,6.64,14.4,7.89,7.91,19.1,6.85,-1.13,17.5,-1.29,-6.59,-0.537
"b","0","0","1",1.11,8.94,2.7,3.14,6.58,8.46,11,5.72,0.0415,6.71,-1.46,18.3,-1.84,-6.41,1.11
"c","0","1","0",-1.14,8.97,-0.261,2.33,6.51,26.6,3.19,12.7,20.7,6.62,-1.83,18.3,-2.36,-6.98,-1.14
"c","1","1","0",0.526,9.01,-0.319,-3.56,6.43,11.2,13.2,12.8,-0.000685,6.61,-2.21,8.12,-2.83,-6.77,0.526
"c","1","1","0",-1.62,9.06,1.35,3.69,6.32,13.7,1.54,3.91,8.62,6.67,-2.56,12,-3.22,-5.46,-1.62
"b","0","1","0",-1.44,9.11,-0.264,-4.62,6.17,22.5,3.23,5.41,4.12,7.46,-2.85,9.56,-3.51,-8.9,-1.44
"b","0","0","1",-0.369,9.16,1.94,-2.07,6,8.52,8.04,5.78,2.7,7,-3.05,13.6,-3.71,-8,-0.369
"c","0","0","0",0.687,9.19,1.19,-2.69,5.79,2.59,4.04,2.75,0.372,7.25,-3.12,23,-3.83,-7.93,0.687
"b","1","1","1",0.0391,9.22,1.78,-1.14,5.58,12.2,6.79,7.58,2.74,7.54,-3.07,9.99,-3.88,-6.2,0.0391
"b","1","0","0",-0.554,9.22,-0.366,-2.53,5.36,9.36,3.09,15,4.22,7.83,-2.9,10.5,-3.88,-6.96,-0.554
"b","1","1","0",0.867,9.21,2.7,-3.31,5.15,10.5,11.9,8.14,6.23,8.12,-2.65,23.6,-3.83,-6.52,0.867
"b","1","1","0",-0.985,9.19,-0.436,3.98,4.97,23.9,12.1,7.61,19,8.37,-2.33,19.4,-3.74,-7.91,-0.985
"b","1","1","0",-1.6,9.15,1.13,-0.802,4.83,-1.66,5.03,11.5,5.4,8.56,-1.99,13.9,-3.62,-7.48,-1.6
"b","1","1","0",-0.589,8.98,-0.187,-4.02,4.74,19,8.32,3.92,1.57,8.67,-1.99,21.3,-3.47,-5.37,-0.589
"b","0","1","0",-1.33,9.06,1.89,-1.13,4.69,9.68,3.39,18.5,-11.4,8.68,-1.43,11.2,-3.3,-4.49,-1.33
"c","0","0","0",0.576,9.03,2.42,-4.94,4.71,1.79,11.2,11.3,1.85,8.6,-1.27,8.16,-3.14,-6.05,0.576
"b","1","0","1",-0.742,9,0.134,-1.16,4.77,9.53,7.46,11.8,-1.7,8.4,-1.22,7.36,-2.99,-6.33,-0.742
"b","1","0","1",-1.07,8.99,-0.126,4.01,4.87,6.73,8.77,5.44,12,8.12,-1.26,7.98,-2.88,-6.61,-1.07
"b","1","1","1",-1.43,8.99,0.5,-1.94,5,2.18,4.86,7.95,5,7.77,-1.39,9.39,-2.82,-7.29,-1.43
"c","0","1","0",-1.09,9,0.172,0.51,5.14,13.6,4.08,9.11,13.7,7.4,-1.6,19.8,-2.81,-5.34,-1.09
"b","0","0","0",-0.106,9.03,1.11,0.128,5.28,13.5,10.5,6.13,23.2,7.05,-1.85,12.4,-2.85,-7.87,-0.106
"b","0","1","0",-0.409,9.08,0.952,-3.88,5.41,24.7,12.3,13.6,9.18,6.77,-2.11,14.9,-2.93,-6.5,-0.409
"b","1","0","1",-1.54,9.13,1.14,0.404,6.2,8.44,2.58,3.98,16.9,6.61,-2.36,16.2,-3.03,-6.21,-1.54
"b","0","1","0",-0.869,9.18,1.4,0.945,5.6,22.8,7.73,9.93,33.5,6.57,-2.57,6.12,-3.15,-7.3,-0.869
"b","1","1","0",0.597,9.24,0.221,-6.37,5.65,2.63,8.15,4.56,-2.17,6.67,-2.74,6.79,-3.29,-8.1,0.597
"b","0","0","0",-0.0922,9.29,0.378,-4.7,5.67,-2.8,7.91,3.01,0.546,6.9,-2.86,11,-3.45,-7.29,-0.0922
"c","0","0","0",0.5,9.34,1.32,-4.87,5.66,13.8,5.89,11.1,4.64,7.24,-2.91,6.28,-3.61,-6.6,0.5
"c","1","1","0",-1.41,9.37,-0.335,0.303,5.66,4.57,5.12,13.3,9.73,7.65,-2.9,6.98,-3.78,-6.95,-1.41
"c","0","1","1",1.39,9.38,1.57,-2.32,5.66,19.5,1.61,15.6,8.14,8.1,-2.8,9.96,-3.95,-5.75,1.39
"b","1","1","0",-0.363,9.37,-0.0897,-2.21,5.68,-0.684,13.1,14.9,9.15,8.55,-2.62,13.6,-4.09,-7.47,-0.363
"c","0","1","0",-1.33,9.35,1.76,2.29,5.73,9.18,3.86,10.4,16.9,8.96,-2.37,9.83,-4.18,-6.14,-1.33
"b","1","1","1",0.331,9.32,0.69,-6.3,5.8,22.8,12.4,7.81,-1.54,9.29,-2.06,6.02,-4.21,-7.54,0.331
"b","0","1","0",0.0549,9.27,2,-1.53,5.89,5.67,2.3,6.48,3.9,9.51,-1.72,9.24,-4.17,-7.4,0.0549
"b","1","1","0",-1.08,9.22,2.66,-3.52,6,-4.27,1.79,1.93,4.61,9.59,-1.38,6.85,-4.06,-6.63,-1.08
"b","0","0","0",-0.0346,9.17,-0.38,3.23,6.11,17.7,13,8.23,-15.8,9.52,-1.07,12.1,-3.89,-6.41,-0.0346
"c","1","0","1",2.11,9.11,-0.0462,-1.11,6.2,16.9,11,6.59,11.4,9.34,-0.791,20.9,-3.69,-8.22,2.11
"c","1","1","0",0.49,9.04,0.181,2.4,6.31,10.9,6.68,-2.92,19.1,9.07,-0.563,22.1,-3.48,-7.92,0.49
"b","0","1","0",-0.606,8.98,0.533,7.02,6.37,-2.81,3.95,11.3,-3.85,8.75,-0.391,23.7,-3.28,-7.05,-0.606
"c","0","0","1",2.93,8.92,2.13,-3.14,6.41,10.6,11.3,6.06,-3.88,8.45,-0.283,5.69,-3.12,-6.67,2.93
"b","1","1","0",0.188,8.87,2.32,-3.05,6.42,10.9,6.6,10.8,4.97,8.18,-0.247,18.1,-3.02,-7.65,0.188
"c","0","0","0",0.0626,8.83,1.17,-3.26,6.41,5.64,6.77,7.72,8.23,7.97,-0.289,23.7,-3,-7.73,0.0626
"b","1","1","1",0.167,8.8,1.06,-8.08,6.38,9.59,2.46,5.59,12.8,7.81,-0.406,10.5,-3.08,-6.21,0.167
"b","1","1","0",-0.275,8.79,1.09,-3.96,6.35,5.72,2.49,5.5,-8.42,7.7,-0.584,7.65,-3.24,-6.57,-0.275
"c","1","0","0",-0.392,8.8,2.16,3.31,6.31,10.9,6.32,-2.43,0.46,7.62,-0.795,10.1,-3.48,-6.98,-0.392
"b","1","1","0",0.297,8.82,0.237,-4.3,6.29,2.51,3.05,7.64,11.2,7.55,-1.01,19.6,-2.91,-6.34,0.297
"c","1","0","1",3.74,8.86,2.7,4.55,6.28,1.31,11.4,4.26,23.2,7.49,-1.2,22.1,-4.11,-6.51,3.74
"b","1","1","0",-0.59,8.91,0.456,-2.44,6.3,3.16,11.1,10,-6.95,7.44,-1.35,11.4,-4.44,-5.76,-0.59
"c","1","1","0",0.431,8.96,2.3,0.534,6.33,13.3,6.08,11.2,15.1,7.39,-1.99,23.2,-4.73,-7.49,0.431
"b","0","0","1",-0.0379,9.01,0.96,-2.83,6.38,9.64,5.5,9.63,9.96,7.37,-1.47,6.47,-4.96,-5.1,-0.0379
"b","1","1","0",-0.364,9.05,1.73,-1.61,6.43,18.1,9.1,1.06,-3.72,7.38,-1.44,12.6,-5.1,-6.87,-0.364
"b","0","1","0",-0.00818,9.08,1.49,-6.47,6.47,9.72,1.92,12.1,-3.21,7.43,-1.34,21.4,-5.14,-6.14,-0.00818
"b","1","1","0",-0.541,9.09,1.74,-2.89,6.5,12.1,7.77,6.44,8.53,7.54,-1.19,13.8,-5.09,-8.39,-0.541
"b","1","1","0",0.0755,9.09,1.99,2.76,6.51,5.07,12.4,14.5,-6.08,7.69,-0.976,9.66,-4.95,-7.87,0.0755
"c","1","1","0",0.215,9.08,1.38,-1.45,6.49,-0.282,6.04,3.39,0.122,7.88,-0.716,14.1,-4.72,-6.75,0.215
"c","1","0","0",-0.124,9.07,2.46,-0.745,6.46,15.4,8.91,11.4,1.61,8.1,-0.421,10.8,-4.42,-5.58,-0.124
"b","1","1","0",-0.281,9.05,0.236,-0.71,6.43,13.4,10,13,23.2,8.31,-0.108,18.7,-4.08,-8.11,-0.281
"b","0","0","0",0.979,9.03,1.01,-1.7,6.42,3.79,4.99,5.66,3.53,8.49,0.209,21.6,-3.73,-6.14,0.979
"c","1","0","1",1.3,9.02,1.08,5.43,6.44,2.54,8.06,11.9,5.21,8.6,0.514,10,-3.43,-8.47,1.3
"b","0","0","1",0.907,9.01,1.86,-0.435,6.51,21.5,9.55,12.2,2.32,8.6,0.789,22.3,-3.19,-9.1,0.907
"b","0","1","0",-0.035,9.01,1.63,1.21,6.63,7.17,2.67,11.3,3.45,8.49,1.01,14.3,-3.04,-6.55,-0.035
"b","1","0","0",-0.442,9.02,0.378,0.729,6.8,16.3,13.8,8.61,-4.62,8.26,1.16,6.58,-2.99,-4.96,-0.442
"c","0","0","0",0.954,9.03,1.67,-8.87,7,15,2.56,10.4,16.8,7.91,1.21,18.5,-3.03,-6.96,0.954
"c","1","1","0",0.0702,9.05,1.03,-3.77,7.19,-1.51,11.6,10.7,-0.756,7.48,1.15,18.2,-3.14,-6.32,0.0702
"b","1","1","0",-1.6,9.05,-0.42,2.5,6.2,15.1,3.95,9.71,16.8,7,0.993,8.62,-3.3,-6.71,-1.6
"b","1","0","0",-1.04,9.05,1.27,-0.0456,7.49,15.8,7.7,15,-3.16,6.53,0.752,14.3,-3.45,-6.72,-1.04
"c","1","0","1",3.62,9.03,1.33,-5.66,7.54,-5.03,8.44,8.9,11.8,6.13,0.45,10.9,-3.57,-8.26,3.62
"b","0","0","1",-0.93,8.99,0.737,3.17,7.53,3.82,2.9,3.23,18.7,5.82,0.116,12.3,-3.63,-7.12,-0.93
"b","0","0","1",-1.59,8.95,0.356,4.46,7.46,10.6,2.17,8.57,3.39,5.66,-0.221,10.9,-3.62,-6.13,-1.59
"c","0","1","0",0.454,8.9,2.03,-5.52,7.33,5.85,9.22,10.6,13,5.63,-0.535,10.7,-3.53,-6.06,0.454
"c","0","1","0",-0.0901,8.85,-0.355,-4.47,7.19,28.9,3.09,6.83,-7.64,5.73,-0.812,22.3,-3.39,-7.81,-0.0901
"b","0","0","0",0.47,8.8,1.79,0.289,7.04,16.9,6.12,2.04,-7.97,5.93,-1.04,19.2,-3.21,-6.84,0.47
"b","1","0","1",0.1,8.77,1.8,-0.522,6.91,-1.09,7.26,9.4,11.4,6.19,-1.23,17.2,-3.02,-6.8,0.1
"c","1","0","0",0.782,8.75,1.36,-3.12,6.82,-7,12.1,9.42,-3.41,6.5,-1.36,8.98,-2.86,-6.4,0.782
"c","1","1","1",0.977,8.74,-0.0608,3.55,6.77,14,9.27,5.65,7.04,6.8,-1.46,5.77,-2.74,-7.07,0.977
"c","0","0","0",0.915,8.74,0.577,1.65,6.76,14.1,13.7,7.25,7.83,7.06,-1.53,19.2,-2.68,-8.93,0.915
"b","0","1","1",1.05,8.74,1.67,-2.57,6.78,-7.38,3.2,8.73,-1.97,7.25,-1.57,23.4,-2.71,-5.69,1.05
"b","0","0","0",-0.284,8.74,0.342,-2.2,6.83,6.45,5.23,11.6,23.9,7.37,-1.59,7.84,-2.83,-7.56,-0.284
"b","0","0","1",0.556,8.73,0.0616,-1.19,6.88,1.65,10.4,3.49,5.51,7.4,-1.57,12.7,-3.03,-6.95,0.556
"b","1","1","0",-1.78,8.73,1.78,2.88,6.95,10.7,1.17,12.7,-3.82,7.35,-1.52,9.84,-3.29,-7.01,-1.78
"b","0","0","0",-0.823,8.72,1.89,3.1,7.01,9.88,4.18,2.09,6.13,7.24,-1.45,18.5,-3.61,-8.09,-0.823
"c","0","0","0",0.0766,8.72,2.32,1.79,7.08,6.25,5.12,11.7,-6.11,7.09,-1.37,21.6,-3.94,-8.54,0.0766
"c","1","0","0",-0.823,8.72,-0.233,2.23,7.12,12.1,7.8,-1.55,8.23,6.94,-1.31,11.3,-4.27,-7.23,-0.823
"c","0","0","0",0.432,8.72,0.0942,0.133,7.13,7.05,7.12,7.22,6.13,6.83,-1.29,18.3,-4.56,-7.51,0.432
"b","0","1","0",-1.09,8.73,0.94,0.818,7.11,-5.99,5.14,1.04,-14.3,6.79,-1.32,13.6,-4.79,-7.72,-1.09
"c","0","0","0",0.441,8.75,2.06,-4.42,7.04,2.77,7.86,8.72,-0.751,6.81,-1.41,20,-4.94,-7.86,0.441
"b","0","0","0",-1.51,8.79,-0.477,-0.937,6.95,7.1,5.2,0.934,0.998,6.9,-1.54,8.26,-5,-5.19,-1.51
"b","1","1","0",-0.281,8.83,0.468,-2.07,6.85,26,13.7,8.18,7.85,7.04,-1.69,8.07,-4.96,-6.41,-0.281
"c","0","1","0",-0.29,8.88,0.124,-5.69,6.74,13.5,9.41,0.991,26,7.19,-1.83,13.4,-4.83,-7.39,-0.29
"b","0","1","0",-0.839,8.94,0.21,0.146,6.64,17.2,4.84,9.27,14.4,7.34,-1.93,14.3,-4.63,-7.61,-0.839
"b","0","1","0",0.2,9.01,2.56,-6.11,6.55,3.45,9.45,3.78,13.3,7.43,-1.98,18.3,-4.37,-6.48,0.2
